ylat,xlong,p_area,p_cap_ac
42.9636,-77.6877,80355,5
40.8227,-73.2241,34329,2
39.8937,-83.8059,26532,1.5
39.1417,-84.5112,39703,1.4
39.9034,-75.1657,29724,2.9
40.7404,-75.2788,47093,3
41.8614,-71.5955,22717,1.8
34.6013,-82.7402,76635,3
32.8437,-94.7328,46380,3
32.8783,-96.9511,21805,2.9
31.7071,-96.8208,8672919,400
29.8251,-95.2467,17018,1.9
37.0189,-77.1481,1769555,118
44.4854,-73.137,41982,2.2
34.9041,-118.2512,491624,20
38.1214,-121.1413,34393,1
33.9087,-116.5602,85218,4
34.7288,-118.2964,199780,6.5
34.6982,-118.3376,429006,20
34.5834,-117.3415,39717,2
34.4741,-117.5634,29896,1.5
37.1207,-121.0388,1376162,105.1
33.23,-117.0031,45645,2.5
38.3092,-121.29,101355,5
34.4714,-117.562,20769,1
38.5973,-121.4312,20499,1.3
34.0267,-118.2238,18513,1
34.1855,-118.5824,32581,1.9
34.0755,-118.3608,24788,1.6
37.3329,-122.0093,121134,14.4
34.0491,-118.1731,15843,1.9
32.5924,-116.9239,40024,2.9
37.725,-121.5296,54511,3
33.9287,-117.0023,49376,3.8
34.0735,-117.2808,31860,2.5
32.9101,-117.1234,17536,1
34.2692,-116.8184,15125,1.9
33.7224,-118.2738,14866,1.8
36.8163,-119.6811,13319,1
35.322,-120.7307,15300,1.2
33.8528,-118.296,20621,1.4
33.8221,-118.2463,26959,1.8
34.6903,-112.4045,277805,10.4
31.4964,-111.0069,92813,6
33.3045,-112.8333,3315504,129
32.8542,-111.5027,2389088,100
32.3429,-111.0283,18534,1.3
32.1286,-110.8392,30407,2.6
33.3482,-111.6021,22632,4.6
40.4562,-104.5795,41573,1.6
39.8382,-104.6728,39824,1.9
39.7459,-104.7243,18185,1.2
20.7658,-156.9228,43621,1.2
36.0914,-106.0414,47167,2.4
35.6247,-115.352,1197330,52
36.5279,-114.7592,3918802,250
39.5385,-119.4394,111551,6.7
45.4717,-123.1397,36465,2.2
31.1014,-102.3453,2166420,108
32.4947,-101.2742,205217,10
42.0299,-72.5033,19055,1
41.7681,-72.0796,16402,2
40.7237,-86.8356,3975113,200
39.1132,-96.8152,6206,1.3
38.8503,-76.9568,12974,1.7
45.399,-92.7011,21717,1
39.0193,-90.8482,160484,150
35.4135,-78.5555,90902,5
40.7161,-74.1327,33147,1.5
40.619,-74.1883,69939,4.9
29.0952,-96.2717,17938429,500
38.2836,-121.4616,25596,0.9
38.6453,-121.1687,11305,1
37.7349,-121.5069,36785,1
33.8115,-115.3788,5442990,313.7
36.2272,-107.285,1125372,50
34.649,-118.083,575854,20
25.7701,-80.3662,10908,1.2
40.8197,-74.7174,101626,4.1
32.3959,-106.476,155303,4.6
27.9862,-81.6907,20696,1.4
33.7552,-84.3987,4717,1
40.0971,-74.8261,28732,1.4
40.3762,-74.5284,23270,1.5
40.4838,-74.6506,19451,1.5
37.4699,-121.1665,44246,2.5
40.2313,-104.7875,44352,1.5
36.1073,-79.9708,24056,1.3
39.3639,-74.4392,30107,2
40.2818,-74.7934,10465,1.3
40.5501,-74.483,15357,1.4
40.7822,-73.2401,12702,1
38.4886,-121.3918,16831,1
33.9215,-118.1233,12520,1.1
33.0416,-111.4522,1122685,45
35.0188,-118.1755,1135055,10
31.8786,-82.3319,601269,25
41.2548,-88.2179,35324,2
43.9109,-93.9255,24979,1
34.3382,-78.7485,98325,5
40.1392,-75.1916,9349,1
34.7166,-118.2918,108960,5
36.8624,-121.4289,52361,1.5
35.8744,-119.4622,518319,20
33.7395,-115.3182,1359186,200
36.3536,-119.4007,21156,1
40.9351,-89.2864,742541,35
37.9327,-87.7646,3630074,191
41.8685,-70.8395,18743,1
38.6117,-75.8362,197835,20
44.8141,-69.4488,214595,9.9
39.4209,-74.9736,97715,3.7
40.5717,-74.665,10715,1.5
42.9552,-74.3137,357099,20
38.2319,-122.0927,28633,0.9
38.6581,-121.7336,37266,1
35.0489,-118.1639,4603,5
35.416,-119.6383,497758,20
38.301,-121.9652,25896,1
32.6831,-115.6469,5104085,170
38.3882,-121.9365,22688,1.5
32.2899,-111.033,21613,0.9
39.0676,-108.5093,32529,1.6
40.2923,-86.059,36541,2.7
41.7518,-70.9668,31444,1.9
39.314,-76.9738,45307,2
33.3812,-113.1845,439241,15
37.8904,-120.5258,44261,1.5
32.8852,-115.5372,54423,3
35.3,-93.737,28354,1.5
33.159,-111.4816,408286,20
38.1701,-104.5228,6745891,200
41.956,-72.4523,142845,5
30.8669,-83.6522,3480613,150
30.9099,-84.5452,42954,3
40.5533,-90.8538,80042,4
41.1722,-89.0262,41098,2
41.1934,-86.9838,5019349,265
42.5223,-72.0688,61421,3
47.2769,-68.5712,67649,5
44.9798,-70.5427,89480,4.9
44.6181,-69.5247,109978,4.5
42.3089,-85.0345,2072950,100
34.7932,-78.0152,91964,4.9
36.4191,-79.9062,88914,5
40.2301,-74.2255,123762,8
43.0782,-73.5349,84941,5
41.4618,-74.5047,61854,1.9
41.5162,-81.5976,18661,0.9
40.5121,-80.3138,219433,20
29.3052,-98.4022,348871,13.9
34.5943,-117.1949,29356,0.9
34.5122,-117.4783,449618,17.5
38.5211,-121.9948,60769,2
32.8033,-115.5451,416174,20
37.088,-120.151,59617,2.3
32.9107,-115.5123,46493,3
36.8756,-121.6037,59016,4.4
35.6298,-119.391,36537,2.3
35.2416,-114.0046,26485,1
33.8231,-112.2409,75098,6
37.6864,-105.887,605150,19
42.2602,-121.7858,23868,2
45.1415,-122.6495,42028,3
35.7344,-119.7323,133457,5
42.233,-72.0301,17777,1
39.3151,-76.9802,96639,2
41.5787,-71.2735,84528,3
34.7089,-118.1297,23011,1
42.0438,-71.9916,63953,3
42.1405,-71.9901,110211,3.9
39.4845,-77.377,236939,15
44.0564,-92.7624,86774,5
33.3928,-88.6036,4215622,250
42.169,-73.7687,65749,5
39.9591,-79.6418,193926,14
42.622,-88.7564,5301847,250
37.6337,-122.1397,43424,1.6
40.5912,-105.1463,37465,1.9
32.6817,-103.3014,222845,10.1
34.9635,-106.5097,158498,10
34.3983,-116.8697,166077,10
35.0204,-118.2784,569869,20
35.1578,-90.3176,3974771,180
41.8909,-72.5196,47350,4.7
41.5981,-72.7179,14479,1.5
41.8822,-72.5578,1350889,120
27.8098,-81.9562,1144409,74.5
27.5975,-82.2438,1580813,74.5
30.8982,-86.2486,1396035,74.5
30.5008,-85.1754,1466928,74.5
27.4091,-82.1153,1430567,74.5
27.0574,-80.3789,1284254,74.5
27.8423,-80.6862,1287145,74.5
25.5421,-80.5475,1049860,74.5
30.5412,-81.8931,1174110,74.5
27.0241,-81.7753,1270582,74.5
33.9651,-82.8212,2931685,140
42.544,-92.3554,53513,3
41.5743,-91.5432,57922,3
40.9202,-90.9485,34590,1.4
39.6136,-90.2238,40207,2
38.0779,-88.3085,3526000,149
40.13,-88.3562,37154,2
40.1821,-89.7138,1247802,50
39.0438,-87.1359,97681,5.4
41.1972,-86.5862,6270438,400
41.0576,-86.5763,51339,3.3
40.1109,-87.2412,20572,1.4
39.6221,-85.6604,3755138,199
30.0147,-89.918,271061,20
42.0272,-71.598,34105,2
42.1645,-71.7962,64751,3
42.2782,-72.0071,19851,1
42.0817,-72.0097,55507,3.7
41.7061,-70.8862,29420,1
41.8343,-71.1666,64235,3.8
42.0992,-70.7122,13843,1.9
42.8475,-70.8941,101524,4.8
38.4124,-75.6898,32432,2
38.7789,-76.9201,21711,1.3
38.7834,-76.5714,26788,1.5
38.8388,-76.6829,40817,2
42.2746,-84.1358,273682,15
44.1255,-93.2827,25014,1
45.485,-92.8136,13653,1
44.7685,-95.3425,23082,0.9
44.7866,-95.3658,27767,1
45.4666,-94.3975,24345,1
39.1562,-91.8502,1005606,50
33.5232,-90.0741,2329007,100
35.6727,-78.5253,64413,2.5
36.0993,-79.4942,37153,2
35.6956,-81.1517,302693,17.5
35.5016,-76.8524,231555,12.5
35.1688,-78.0188,44635,2
36.1392,-79.5406,73108,4
35.9087,-77.639,1999292,80
36.3018,-76.6044,112698,5
35.3399,-79.7368,1574800,70.2
36.5314,-77.5493,354772,20
41.8893,-103.651,72360,4.4
39.4145,-75.2353,18171,1.5
40.1191,-74.7149,21395,2.2
40.1936,-74.5675,9594,2.2
43.2494,-75.1788,18841,1
42.9868,-78.2939,41396,2
43.0585,-77.3459,40236,2
42.7653,-73.9542,19891,1.1
43.3283,-76.3585,77599,5
42.2773,-75.5407,60971,3.3
43.0857,-75.7312,54905,2.9
41.717,-74.7939,45711,3
42.2407,-75.5344,63488,5
42.0688,-77.8076,32408,1.5
42.4675,-77.6946,58932,3
44.0068,-76.0072,79884,5
41.9497,-73.7504,21804,1.4
42.4313,-79.3018,52942,5
39.8487,-83.3256,4515950,196
40.6376,-83.7776,2351236,150
33.9712,-96.4337,105719,5
34.6719,-98.9612,2397543,100
40.1059,-76.0593,20204,1
39.8811,-77.2195,1525737,80
40.1836,-77.7372,1567227,100.1
41.7168,-71.2318,41889,3.8
35.0884,-81.6244,64098,5
34.6452,-80.7153,64638,3
35.0439,-82.1133,43281,2
34.3985,-79.3975,209867,10
34.7304,-82.0516,328860,20
34.704,-81.6609,154975,12.8
35.051,-86.3512,3803460,150
30.2385,-97.5086,914765,30
32.1929,-97.0597,2874190,157.5
28.453,-97.9836,1175738,50.7
31.4599,-99.8843,3655921,110
28.9389,-99.111,4216574,200
36.6623,-76.3375,549469,20
36.8098,-78.5191,934638,60
39.0991,-78.236,2563631,130
37.2269,-77.2392,210986,18
43.7092,-87.7554,13845,1
45.848,-91.863,49640,2
36.1774,-120.1084,373343,20
33.9233,-116.5945,51433,2.4
35.3175,-119.9257,4540802,250
33.2916,-116.3538,514184,26
33.5653,-114.9039,18014,0.9
34.6123,-117.9396,309763,10
34.7255,-118.3088,198609,10
34.6136,-117.9362,70344,2
34.4964,-117.1442,40550,1.5
35.1489,-118.8853,299602,8
35.2519,-118.0251,968727,50
36.9277,-120.8072,554705,20
37.0578,-120.649,50397,1.5
33.8638,-117.214,65341,2.4
38.6289,-120.9826,25311,1.3
35.1574,-117.9834,49408,1.9
33.1015,-116.0003,1502086,75
34.8297,-118.4412,5326092,279.5
36.4705,-121.3719,73677,1.6
35.67,-120.5653,12487,1.1
35.8314,-119.0664,2765878,540
37.1249,-120.4575,66969,3
34.8679,-118.3224,2752620,262
33.4982,-112.8133,364331,14.8
32.2572,-110.1576,1159163,55
33.4177,-112.576,8869,3.3
33.1124,-112.6712,481796,15
40.2282,-104.7778,42829,2
36.2371,-114.8752,937644,30
39.5823,-119.07,310047,10.6
36.1347,-115.0353,60945,3.3
35.7727,-114.9816,4084373,250
33.3492,-101.0014,5966973,200
31.3636,-100.4289,2420563,172.8
38.5007,-112.9868,1937970,80
39.3251,-110.9949,928214,40
41.9042,-112.1851,1953212,80
39.2925,-76.9614,56233,2
27.4408,-80.802,1383872,74.5
27.0872,-81.8506,666744,74.5
26.7753,-80.4055,1310575,74.5
32.8341,-82.4145,5158852,260
39.3005,-76.9595,23879,2
39.3,-76.9571,24743,2
46.8739,-92.0519,23689,1.6
36.5059,-76.198,2468123,100
43.2287,-78.29,211594,5
41.0979,-84.1029,3099219,150
42.0166,-80.3031,451320,20
31.8819,-96.4728,4772361,250
28.438,-97.4584,5856823,300
30.9889,-97.0177,4188591,200
39.2556,-77.8318,1200461,96
38.5162,-121.4757,49506,2
35.5012,-119.7487,121538,5
36.6588,-119.5863,23257,1.6
38.4671,-121.185,314958,50
34.6649,-118.0901,30443,1.5
34.6651,-118.0874,38394,1.5
36.4311,-119.9911,34571,1
33.7588,-115.3318,1257441,250
32.0309,-110.9586,760619,29
39.6506,-104.5332,33360,1.5
39.384,-119.7664,73350,3
40.3771,-119.4072,142935,5.5
45.1345,-120.882,5209046,151.7
40.8651,-112.7013,1755783,80
34.7086,-118.2741,42700,1.5
37.5725,-77.9112,341035,18
36.6298,-120.8913,3272892,140
33.923,-116.5301,50681,2.2
27.3215,-81.802,654766,25
42.3141,-89.5988,57864,2
36.7274,-120.4147,1819693,62.5
32.5715,-107.4868,1780533,52.2
36.0177,-106.9456,38516,2.5
42.2539,-84.8128,3081759,125
35.1598,-77.1332,45490,4.5
41.153,-74.7417,28504,2.2
41.0609,-75.5154,61305,3
36.8728,-80.836,1428573,75
35.187,-118.0301,6049209,350
19.9343,-155.6755,657965,60
40.5611,-116.6206,155968,35
41.7943,-73.1652,199689,19.8
30.9925,-84.6363,2168026,81.1
45.3949,-92.7837,19999,1
35.2543,-81.5961,25878,1
35.6601,-82.6036,62945,5
35.9859,-80.5436,124185,7.5
44.8968,-73.8442,25531,1.1
41.4764,-84.5866,44458,1.8
39.3207,-83.3596,2517325,120
33.7215,-80.1898,50150,2
29.9017,-97.2714,4387961,200
29.7982,-97.0772,4053713,240
33.083,-115.4687,1312735,155.1
37.7508,-122.4835,47445,4.5
35.8222,-119.0398,688147,20
33.1656,-115.5319,530209,20
34.9345,-118.447,923412,44
33.3216,-112.8176,4069216,150
39.7522,-104.6677,31606,1.5
21.4172,-158.0307,492301,104
45.1084,-123.2782,28592,1
33.825,-115.3982,6552771,249.7
42.4478,-89.9101,2074044,100
33.649,-95.7157,9614048,471
43.9938,-93.499,23679,1
42.5923,-71.1775,41943,2.8
42.2272,-71.2487,18046,1
30.5268,-81.8943,1606148,74.5
45.2561,-92.8955,92489,5
45.4903,-92.7943,27618,1
43.0352,-78.244,66345,4
36.2478,-86.7462,30025,1.4
42.0405,-74.0735,32618,1.9
27.5429,-80.5709,1269972,74.5
42.8405,-73.9322,75674,4.3
41.984,-71.5873,171709,12.7
39.887,-87.6846,59652,2
45.4,-92.6779,100158,5
45.0712,-93.6434,125034,5
45.6253,-94.0782,121588,5
44.6745,-94.0085,17810,1
45.5075,-95.1274,24356,1
44.2923,-92.7228,18944,1
45.5202,-94.1323,28974,1
44.1251,-93.2802,19035,1
45.0713,-94.3039,21581,1
45.8406,-95.148,29311,1
44.7189,-94.4928,20393,1
45.4904,-92.8128,29714,1
45.4976,-95.1633,24499,1
42.0791,-72.0031,42354,2.5
43.9744,-93.4901,27202,0.9
42.1029,-71.697,15354,1.9
45.6652,-94.2245,55523,3
42.68,-71.8353,39621,1.8
44.5417,-92.9727,93358,5
44.5278,-92.9719,93795,5
44.4438,-93.1985,127386,5
45.4593,-92.8996,27999,1
43.0153,-78.4588,71124,5
38.7881,-76.7989,28126,2
44.2259,-95.6854,24330,1
42.543,-75.0843,61366,2
39.4758,-76.8518,33653,2
45.5565,-94.1173,68081,4
45.4608,-94.5131,111985,5
44.9327,-73.6727,45738,2
44.4848,-93.2123,27840,1
45.6459,-95.5322,18170,5
41.694,-71.0873,31554,4.5
40.3174,-104.7719,97071,4.8
44.2347,-93.2756,106787,4
44.4153,-93.1523,65696,5
44.5267,-92.9763,17994,1
44.7881,-94.0575,106838,4
44.1007,-91.7627,19629,1
40.2883,-104.785,40947,1.5
41.6482,-88.6723,83760,2
45.3235,-123.1754,40274,2.5
44.2069,-93.98,111667,4.5
42.4004,-72.6214,34615,1.9
38.8176,-89.9961,31436,2
42.3395,-89.6395,38457,2
41.1256,-87.8235,38132,2
42.2661,-71.6882,39575,3
45.6245,-94.0613,27674,1
45.4477,-92.9232,24585,1
44.2838,-92.6853,28381,1
39.3494,-76.8015,26956,2
45.2578,-93.789,92600,5
44.1837,-93.8655,19188,1
43.2198,-78.3592,81805,5
43.2253,-78.3578,57486,3.5
42.2156,-88.9245,57641,2
44.3968,-92.6123,20974,1
42.0739,-78.3828,142638,5
28.5349,-80.6773,895166,74.5
26.7757,-80.3481,1399060,74.5
41.9022,-70.7161,17823,1
38.1964,-75.3649,38326,2
45.4356,-92.9453,27535,1
45.0725,-94.3059,18936,1
44.04,-92.69,97998,5
44.5929,-93.8481,23009,1
41.7387,-74.5002,38699,2
42.8895,-76.989,117305,2
42.8969,-73.7084,49646,2
41.2709,-74.318,2381,2
44.4146,-94.9084,70883,2.7
43.9263,-93.4856,18642,1
43.9039,-96.1367,43031,1.8
35.3268,-118.9788,111509,5.3
45.4757,-92.8904,114914,4.5
44.9349,-94.857,45807,1.8
44.6716,-93.0818,109788,4.5
43.0166,-78.4565,72595,5
45.1374,-122.8011,41677,2.5
45.128,-122.8285,42213,1.9
31.8321,-82.6032,1202918,40
37.1279,-94.4323,48462,2.3
43.8239,-72.3286,101369,5
34.4801,-117.2578,26560,1
41.8662,-71.6192,61738,3
43.0036,-89.5764,51996,1.8
44.4517,-72.9797,27277,2
42.4428,-71.548,34787,2
38.6752,-121.7113,15461,1
41.4915,-73.9802,35490,2
44.1797,-93.9705,41297,1
36.3742,-93.5889,18207,1
39.5217,-107.8156,30367,2
32.5829,-116.9256,42344,2
39.2825,-76.089,24771,1
42.341,-73.3964,34477,2
31.1363,-85.031,37174,1.5
40.5096,-74.3279,25455,2
37.3512,-120.5074,41711,1.5
35.8761,-106.3109,22346,1
42.2691,-72.6032,72581,5
42.8374,-70.9384,44388,3.3
42.7418,-90.6731,4251947,200
41.1999,-73.7375,23928,1
42.3845,-72.7078,34582,5
41.5914,-71.0965,70377,5
43.5112,-76.1197,32536,2
36.0561,-115.7924,3917469,93.8
34.6112,-86.6243,194595,10
39.4374,-77.4489,208053,15.7
34.8315,-77.7713,27174,2
30.7418,-84.6724,2049519,213
42.3577,-72.4775,40723,2.5
27.2995,-81.7877,1343603,74.5
33.6737,-114.7381,2902531,109.8
42.7531,-71.047,33460,2.8
35.94,-114.8923,3466255,160
34.6195,-117.4643,3329091,150
36.4478,-105.6318,364883,15
42.9365,-87.8887,35850,2.3
42.0684,-71.4615,60483,2.9
35.8542,-77.1067,100549,4.9
42.3615,-72.1097,30560,1.5
42.2072,-70.998,19628,1
42.0991,-78.4411,26562,1.6
35.7778,-119.3073,150131,4
41.1557,-73.211,39996,2.2
42.093,-72.5973,33462,1.8
41.9597,-71.1504,46676,1.5
35.1795,-78.0993,35368,2
43.24,-75.5404,44241,2
42.1862,-76.8463,32148,1.7
40.2211,-84.4973,32821,1.8
45.0143,-122.8072,43551,2.2
39.537,-89.8889,8138887,592.8
41.655,-70.9566,30271,1.5
36.1984,-80.6966,63139,3
43.4767,-76.3393,79060,5
41.6298,-70.478,28365,1.5
42.2602,-71.5014,13185,2.3
42.8302,-70.9602,89981,4.5
35.2899,-81.5686,41391,2
35.3942,-77.6208,86697,4.9
40.1937,-74.1552,25778,1.5
42.091,-78.4431,112079,4
40.8183,-73.1821,32123,1.5
43.0169,-77.2617,33413,2.3
43.0151,-77.2592,35801,2.3
41.4981,-71.533,53411,3.1
44.4255,-73.0061,38147,1.9
42.5728,-72.6135,40875,2
42.3642,-71.386,22585,1.3
42.1581,-72.5959,31956,1.6
42.3562,-71.2445,29591,1.7
35.8483,-80.553,94772,5
41.6469,-73.7245,30963,1.7
41.1477,-80.8838,30329,1.7
36.3782,-120.124,271465,15
38.7229,-104.7817,31332,1.5
42.7436,-71.1761,24538,1.3
40.2158,-85.7742,16916,1
34.8205,-79.5149,109563,5
31.9338,-97.6506,119579,5
42.8127,-78.8519,60901,2
33.7829,-84.2673,9526,1
40.5668,-74.2416,18144,1.8
39.9228,-75.1275,25798,1.5
43.0446,-76.0425,43714,2
39.7874,-75.3491,23007,1.2
41.4594,-94.2805,409207,25
42.1777,-71.0786,94051,3.8
42.421,-72.5324,48457,3.6
42.1504,-72.5523,35922,2
43.205,-78.948,63406,4
42.5862,-72.5634,55198,4
42.1517,-72.4992,39088,2.3
42.0414,-71.2922,123692,4.9
41.9341,-84.9977,20781,1.3
41.0886,-73.9531,41602,2
40.7796,-73.0807,43227,2
40.7999,-73.0364,21139,1.2
33.6178,-96.8674,151001,5
38.0195,-121.8644,313232,19.2
36.2076,-115.0464,264952,15.5
42.3014,-71.0471,17758,1.3
41.9186,-70.8192,53127,5
39.6207,-77.8249,35153,2
39.672,-77.8233,33474,2
36.498,-77.6074,21178,1.3
40.2627,-74.084,279545,15.9
40.6027,-74.2451,46613,4
42.8581,-78.8401,23840,2
36.2585,-115.0534,487297,12
36.2613,-77.078,77195,5
33.1659,-96.1741,281973,10
38.2531,-121.279,63138,2.9
40.4815,-80.2549,35834,3
42.627,-71.3539,23655,1.3
34.7841,-79.4746,107660,5
43.0533,-74.3081,92242,5
31.2932,-97.2654,286736,10
40.664,-74.1009,15712,0.9
33.883,-117.8862,15358,4.3
40.4987,-74.3879,14105,1.2
33.1535,-107.2496,12776,1
40.7274,-74.3784,7623,1.7
40.106,-74.813,12635,2.1
41.7969,-71.5449,25936,1.2
42.4287,-71.4345,21749,1
39.6186,-77.8234,34401,2
39.1877,-77.1221,16258,2
41.7738,-71.3403,113419,3
38.2379,-121.3381,63992,2.9
34.9309,-118.3338,2210755,110
42.2193,-71.7903,96597,6.5
42.4288,-73.331,20208,1
42.1607,-71.8737,248868,11.9
42.0564,-71.2265,17809,1.2
41.9638,-72.3088,36153,2
42.111,-71.2629,71346,3.5
42.4515,-71.6414,44981,2
43.5439,-73.323,30881,2
42.2867,-72.7017,46140,1.9
41.4276,-70.606,8020,1
42.5109,-73.8303,349013,20
41.272,-72.7915,19936,1.1
28.4846,-81.1746,48460,4.1
42.6692,-73.0923,43540,2.2
41.9268,-71.0645,35192,2.3
42.5808,-71.2604,76993,4.5
42.4689,-71.2543,24497,1.6
44.3194,-92.6678,21661,1
45.1768,-93.6851,14912,1
39.1165,-94.288,53222,3
43.1778,-77.6765,27631,1.8
45.1723,-122.9124,37800,2.2
41.4705,-71.4941,65583,3.8
41.9415,-71.6619,40649,2.5
33.679,-80.2404,38237,2
35.3152,-118.9883,33762,1.4
33.9744,-117.4081,86215,7.5
41.6911,-72.979,47209,3
41.6136,-73.151,33011,2
28.1639,-81.1109,1416851,74.5
42.4527,-73.2403,26374,1.8
35.5575,-78.7359,87512,5
36.3253,-78.344,84320,5
39.3754,-75.0325,20539,1.3
38.4109,-121.9264,52646,2
38.7749,-123.0179,28302,1.5
35.1123,-119.3267,527772,20
38.0421,-120.9361,91922,3.5
21.3767,-157.9683,18094,1
45.1314,-122.6194,47661,2.2
38.9723,-104.2528,869319,39.5
41.5387,-72.1196,29077,1.5
42.1798,-70.7393,48915,2.5
42.2369,-73.3552,42678,2.5
42.3747,-71.2824,29287,1.8
42.0688,-70.9904,49800,3.7
42.6712,-71.4474,56195,2.6
42.4948,-73.2069,9113,1.2
38.9924,-76.5733,168877,12
38.7723,-76.9718,80278,5
39.0176,-76.909,25800,1.6
39.1268,-77.2152,60360,4
44.8966,-95.6928,139104,5
45.3356,-92.816,45570,2
44.0456,-92.8801,21440,1
44.9051,-94.0004,32110,1
44.8753,-93.8152,20016,1
34.9855,-78.0371,36046,1.9
35.8311,-77.0228,105116,5.2
36.0737,-79.348,58126,5
34.7721,-78.983,74496,4.9
34.9529,-80.4832,80777,5.3
40.1102,-74.1316,76601,5
40.7003,-74.5819,42971,2.6
39.409,-74.5323,110528,3.1
40.38,-74.6257,29086,2.5
40.403,-74.5683,160101,10
40.4875,-74.3588,83258,7.7
43.1823,-75.4733,91803,2
41.9614,-73.9816,28154,1.4
44.9355,-73.6773,75367,4.1
42.8374,-73.834,28343,5
32.6416,-80.9893,1636809,71.4
34.3814,-80.1345,38157,2
30.8732,-99.5355,214612,7.5
30.266,-97.6853,39424,2.6
32.4751,-95.714,1129721,59.8
37.335,-79.4811,54088,3
38.2547,-77.7537,274614,165
43.4228,-72.6641,309817,19.6
44.9094,-72.2189,39479,2.2
43.4764,-72.9833,65347,2.2
38.3849,-112.9839,85056,3
34.6544,-117.9711,31867,1.3
34.0749,-91.8292,22602,1
30.1547,-85.5001,1703687,74.9
42.4449,-71.3341,21002,1.5
41.9218,-70.6456,78664,4.3
42.4728,-71.4302,22601,1.6
42.5998,-71.9438,50726,2.9
41.443,-70.6153,20066,1.1
42.1811,-72.511,39964,2.6
42.2034,-72.3223,20077,1.4
45.6715,-95.5116,25700,1
34.5201,-79.1278,67197,3
35.3707,-77.6075,40370,2
36.2865,-78.3863,59480,3
35.492,-80.2936,1505524,74.4
40.822,-74.0959,16486,1.2
39.4162,-74.5452,146948,8.5
39.7937,-75.1066,118989,8.6
41.786,-74.2897,67921,4
42.9933,-78.7906,16687,5
38.0736,-76.7893,378789,20
44.7264,-72.1838,32581,1.9
43.047,-89.2408,312963,17.3
36.7836,-119.7132,12623,1.2
34.4035,-118.9046,44763,2.9
39.5229,-107.8134,35845,1.3
21.9013,-159.5829,72924,5.8
45.2551,-122.8033,45470,2
40.728,-112.6551,1743989,75
27.0858,-81.8354,1305541,74.5
35.0136,-118.1817,432557,15
38.6084,-78.6801,535469,31.4
30.3795,-84.3579,367917,20
39.9816,-74.7653,171770,10
34.7633,-87.9197,5766348,227
42.2793,-71.261,49743,3
42.1761,-72.7556,37232,2
41.7295,-70.9903,84282,1.9
36.0707,-78.0379,101974,5
39.8379,-75.053,52058,2.8
41.4433,-81.7514,60839,3.7
32.5653,-80.7317,1422294,72.5
34.8241,-118.4412,480485,20
40.4199,-104.8944,139934,4
40.5769,-104.8961,55863,4
31.1955,-84.1388,1421628,57.5
39.7204,-86.1919,66432,3.8
41.6871,-70.0105,28469,1.5
41.6954,-70.0972,78239,4
42.0894,-70.8925,34408,2
44.9443,-95.3496,30868,1
35.8008,-77.8483,113496,5
40.495,-74.3969,25032,1.7
40.2317,-74.754,19186,1
41.6275,-83.5745,50067,1.7
33.5915,-114.7451,555075,21
34.6898,-118.3285,656136,19.7
35.2189,-119.0811,595953,19.6
42.0556,-72.5204,22430,2
40.4456,-74.2841,25275,2
41.4066,-84.1157,83263,3.5
34.2398,-118.5855,16893,1.8
33.9225,-118.24,11266,1.7
34.5886,-113.1739,382216,15
28.0479,-82.6854,18018,1.9
40.9265,-74.6751,13683,1.2
39.911,-75.1208,28121,2.2
38.5494,-121.4477,30417,2.4
36.3067,-119.24,65067,3
34.2138,-119.1318,71604,4.8
38.821,-77.0034,24826,2
42.128,-71.3375,22954,1.2
35.0696,-78.1154,33429,2
40.0642,-74.3505,44321,2.9
40.9321,-74.623,24878,1.6
40.6594,-74.1699,16029,2.3
40.6065,-74.4376,17585,1.3
40.1487,-74.7772,50158,3
29.2178,-99.7068,3024882,95
42.7099,-87.8817,22190,1.3
32.3651,-112.8308,100250,4.5
44.1075,-69.8018,34935,1.8
42.699,-73.672,46899,2
38.6644,-75.4016,75006,3.9
40.4778,-85.5593,30946,1.8
42.5513,-71.9503,170354,5
36.9632,-81.0474,342951,20
41.6945,-70.1441,110733,5
36.417,-78.2622,50268,3.5
40.8661,-72.8506,677106,31.5
41.6982,-71.7223,65428,3
29.2416,-98.418,309090,9.9
30.7872,-85.0868,1559316,74.5
29.7685,-81.7771,1338276,74.5
30.3472,-83.1526,1749527,74.9
42.0168,-71.2053,24738,1.5
39.3699,-77.3539,34196,2
44.914,-69.6705,55460,2.9
35.652,-78.7581,17085,1.5
40.1272,-74.7113,124118,7.8
40.0481,-74.9347,19974,1.3
39.9645,-75.0783,106861,12
42.9237,-77.7747,32123,2
41.6144,-83.5571,28432,1.4
41.8698,-71.4764,34981,2
32.2465,-111.2579,121066,1
43.8972,-69.948,75991,4.9
39.7529,-79.8371,178969,14
37.8584,-120.8954,40364,1.3
41.675,-87.651,133770,8.3
33.2652,-116.328,162688,6.3
36.4685,-104.6351,912545,30.6
41.7454,-70.1031,20428,1
40.9038,-74.2486,14316,1.5
42.5626,-73.2845,35682,1.7
42.4496,-71.4207,65489,4.5
39.7772,-75.1229,36250,2.3
39.186,-75.5075,210196,10
42.4059,-73.2444,24456,1.5
42.1481,-72.748,31064,1.5
39.8359,-75.2224,93383,5.1
44.0587,-89.3068,2272376,99
42.2181,-72.3134,86992,4
42.5424,-71.6763,19975,1
35.5256,-78.2892,33909,1.8
